Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
,Outcast,Erin Hunter,,,,9780060892081,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Jane Eyre,Charlotte Brontë,,,,9781420503753,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,The Elfstones of Shannara,Terry Brooks,,,,,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Firestar's Quest,Erin Hunter,,,,9780061131646,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,"The Chronicles of Chrestomanci, Volume 1: Charmed Life / The Lives of Christopher Chant",Diana Wynne Jones,,,,9780064472685,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Split Infinity,Piers Anthony,,,,9780345354914,,,,,,,,2008/07/01,2008/07/01,,,read,,,,1,,,0,,,,,
,Bloodlines,Karen Snyder Travis,,,,9780345477514,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Classic Tales of Espionage & Suspense: Orient Express/This Gun for Hire/Our Man in Havana/The Ministry of Fear,Graham Greene,,,,,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Rhapsody: Child of Blood,Elizabeth Haydon,,,,9780812570816,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,A String in the Harp,Nancy Bond,,,,9780689804458,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Lord Foul's Bane,Stephen R. Donaldson,,,,9780345348654,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Battle Circle,Piers Anthony,,,0380018004,,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,The Innocent Mage,Karen Miller,,,,9781841496047,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Moreta: Dragonlady of Pern,Anne McCaffrey,,,,9780345419576,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,The Renegades of Pern,Anne McCaffrey,,,,9780345419392,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,The Secret Life of Bees,Sue Monk Kidd,,,,9780140001747,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Prophecy: Child of Earth,Elizabeth Haydon,,,,9780812570823,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Destiny: Child of the Sky,Elizabeth Haydon,,,,9780812570830,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,Katharine Hepburn,Barbara Leaming,,,,9781501286681,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,The Eagle's Gift,Carlos Castaneda,,,,9780140192339,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,The Second Ring of Power,Carlos Castaneda,,,,9780671816506,,,,,,,,2008/08/01,2008/08/01,,,read,,,,1,,,0,,,,,
,The Fire Eternal,Chris d'Lacey,,,,9781846164255,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Magyk,Angie Sage,,,,9780060577315,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,The Crystal Cave,Mary Stewart,,,,9780449015704,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Flyte,Angie Sage,,,,9780060577360,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Physik,Angie Sage,,,,9780060577377,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Queste,Angie Sage,,,,9780060882075,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,The Baker's Boy,J.V. Jones,,,,9781857233759,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Shadow Moon,George Lucas,,,,9780553572858,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Magic Kingdom for Sale/Sold,Terry Brooks,,,,9781857232561,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,The Last Dragonlord,Joanne Bertin,,,,9780812545418,,,,,,,,2008/09/01,2008/09/01,,,read,,,,1,,,0,,,,,
,Dragon and Phoenix,Joanne Bertin,,,,,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Spirit Gate,Kate Elliott,,,,9780765310552,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Curse of Chalion,Lois McMaster Bujold,,,0007133596,,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Master and Commander,Patrick O'Brian,,,,9780393307054,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Kingless Land,Ed Greenwood,,,,9781470890285,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Eragon,Christopher Paolini,,,,9781400086245,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Among the Hidden,Margaret Peterson Haddix,,,,9781416924982,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Among the Imposters,Margaret Peterson Haddix,,,,9781424203963,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Among the Betrayed,Margaret Peterson Haddix,,,,9780689839054,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Among the Barons,Margaret Peterson Haddix,,,,9780689839108,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,Eldest,Christopher Paolini,,,,978044023849,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,King's Dragon,Kate Elliott,,,,9780886777715,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Bad Beginning,Lemony Snicket,,,,9780439206471,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Reptile Room,Lemony Snicket,,,,9780439206488,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Wide Window,Lemony Snicket,,,,9780064407687,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Face of Apollo,Fred Saberhagen,,,,,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Miserable Mill,Lemony Snicket,,,,9780439272636,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Austere Academy,Lemony Snicket,,,,9780064408639,,,,,,,,2008/10/01,2008/10/01,,,read,,,,1,,,0,,,,,
,The Ghost Belonged to Me,Richard Peck,,,,9780140386714,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,Shadow of a Dark Queen,Raymond E. Feist,,,,9780380720866,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,The King,David Feintuch,,,,,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,My Life,Bill Clinton,,,,9781400030033,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,Living History,Hillary Rodham Clinton,,,,9780743222259,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,The Rising Tide,Jeff Shaara,,,,,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,Prince of Dogs,Kate Elliott,,,0886778166,,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,A Secret Atlas,Michael A. Stackpole,,,,,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,To Kill a Mockingbird,Harper Lee,,,,9780771052347,,,,,,,,2008/11/01,2008/11/01,,,read,,,,1,,,0,,,,,
,The Burning Stone,Kate Elliott,,,,,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,Cryptonomicon,Neal Stephenson,,,0060512806,,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,The Hostile Hospital,Lemony Snicket,,,,9781405206129,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,The Carnivorous Carnival,Lemony Snicket,,,,9780064410120,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,The Slippery Slope,Lemony Snicket,,,,9780064410137,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,The Grim Grotto,Lemony Snicket,,,,9780064410144,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,The End,Lemony Snicket,,,,9780064410168,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,Snare,Katharine Kerr,,,,9780312890452,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,1946-52: Years of Trial and Hope,Harry Truman,,,,,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,Dune,Frank Herbert,,,,9780593099322,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,Twilight,Stephenie Meyer,,,,9780316015844,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,New Moon,Stephenie Meyer,,,,9780316024969,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,The Alchemist,Paulo Coelho,,,,9780061122415,,,,,,,,2008/12/01,2008/12/01,,,read,,,,1,,,0,,,,,
,Tempest,Troy Denning,,,,9780345477521,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,The Darkest Evening of the Year,Dean Koontz,,,,9780553804829,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Exile,Aaron Allston,,,,9780099492054,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Timescape,Gregory Benford,,,,9780553297096,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,"The Diaries Of George Washington, 1748-1799",George Washington,,,,,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Wizard's First Rule,Terry Goodkind,,,,9780765346520,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Dune Messiah,Frank Herbert,,,,9780593098233,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Children of Dune,Frank Herbert,,,,9780593201749,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Brisingr,Christopher Paolini,,,,9780375826726,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,Dark Eagle,John Ensor Harr,,,,9780670887040,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,In the Belly of the Bloodhound: Being an Account of a Particularly Peculiar Adventure in the Life of Jacky Faber,L.A. Meyer,,,,9780152055578,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,John Adams: 1735-1784 Volume I,Page Smith,,,,9781597404365,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,"Twilight Rising, Serpent's Dream",Diana Marcellas,,,,,,,,,,,,2009/01/01,2009/01/01,,,read,,,,1,,,0,,,,,
,The Inverted World,Christopher Priest,,,,9780060134211,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,The Prestige,Christopher Priest,,,,9780312858865,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Soup on Wheels,Robert Newton Peck,,,,,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Soup in Love,Robert Newton Peck,,,,9780440407553,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Sacrifice,Karen Traviss,,,,9780345477408,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,A Tree Grows in Brooklyn,Betty Smith,,,,9780061120077,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Torture Team: Rumsfeld's Memo and the Betrayal of American Values,Philippe Sands,,,,9780230603905,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Rules of Ascension,David B. Coe,,,,9780812589849,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Shadow Fall,Alexander Freed,,,,9781984820044,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Peter and the Secret of Rundoon,Dave Barry,,,,9780786837885,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,The Prince of Shadow,Curt Benjamin,,,,9780756400545,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Lord of Snow and Shadows: Book One of the Tears of Artamon,Sarah Ash,,,,9780553586213,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Night,Elie Wiesel,,,,9781466805361,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Eclipse,Stephenie Meyer,,,,9780316160209,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Breaking Dawn,Stephenie Meyer,,,,9780316067928,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,"Star Wars, The Darth Bane Series: Path of Destruction, Rule of Two, Dynasty of Evil",Drew Karpyshyn,,,,,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Heir to the Empire,Timothy Zahn,,,,9780553296129,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Dark Force Rising,Timothy Zahn,,,,9780553560718,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,The Last Command,Timothy Zahn,,,,9780553564921,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,The Name of This Book Is Secret,Pseudonymous Bosch,,,,9780316113663,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Inkheart,Cornelia Funke,,,,9780439709101,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Sea Dragon Heir,Storm Constantine,,,,,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Sebastian,Anne Bishop,,,,9780451460967,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Deadhouse Gates,Steven Erikson,,,,9780765310026,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Prisoner of the Iron Tower: Book Two of the Tears of Artamon,Sarah Ash,,,,9780553586220,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Artemis Fowl and the Time Paradox,Eoin Colfer,,,,9780141383347,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Children of the Serpent Gate,Sarah Ash,,,,9780553586237,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,The Dance of Time,David Drake,,,,9781416521372,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Seeds of Betrayal,David B. Coe,,,,9780812589986,,,,,,,,2009/02/01,2009/02/01,,,read,,,,1,,,0,,,,,
,Bonds of Vengeance,David B. Coe,,,,9781511397056,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Great Expectations,Charles Dickens,,,,9780192833594,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Dark Apprentice,Kevin J. Anderson,,,,9780553297997,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Champions of the Force,Kevin J. Anderson,,,,9780553298024,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Kingdom River,Mitchell Smith,,,,,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Memories of Ice,Steven Erikson,,,,9780765348807,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,The Sea,John Banville,,,,9781400097029,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Saturday,Ian McEwan,,,,9781400076192,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Never Let Me Go,Kazuo Ishiguro,,,,9781400078776,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,The Neverending Story,Michael Ende,,,,9780525457589,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Slow Man,J.M. Coetzee,,,,,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Of Mice and Men,John Steinbeck,,,,9780142000670,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Sherlock Holmes: The Complete Sherlock Holmes Collection and the Complete Tales of Terror and Mystery,Arthur Conan Doyle,,,,,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,On Beauty,Zadie Smith,,,,9780143037743,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Shapers of Darkness,David B. Coe,,,,,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,The Red Queen,Margaret Drabble,,,,,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Alice's Adventures in Wonderland,Lewis Carroll,,,,9780141023557,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Lord of the Flies,William Golding,,,,9780571176533,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Middlesex,Jeffrey Eugenides,,,,9780312422156,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Inkspell,Cornelia Funke,,,,9780439554008,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,Inkdeath,Cornelia Funke,,,,9781905294718,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,,,,9780451528957,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,The Invention of Hugo Cabret,Brian Selznick,,,,9780439813765,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,"Moby-Dick: Or, the Whale",Herman Melville,,,,9780142437247,,,,,,,,2009/03/01,2009/03/01,,,read,,,,1,,,0,,,,,
,The Plot Against America,Philip Roth,,,,9781400079490,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Lambs of London,Peter Ackroyd,,,,9781538541623,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Cloud Atlas,David Mitchell,,,,9780375507250,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Les Miserables,Victor Hugo,,,,9780679866688,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Vanishing Point,David Markson,,,,9781593760106,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Colour,Rose Tremain,,,,,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Master,Colm Toibin,,,,9780743250412,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Paladin of Souls,Lois McMaster Bujold,,,,9780380818617,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Wuthering Heights,Emily Brontë,,,,9781435129764,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,A Tale of Two Cities,Charles Dickens,,,,9780141439600,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Pride and Prejudice,Jane Austen,,,,,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Hunchback of Notre-Dame,Victor Hugo,,,,9780451527882,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Men of Bronze,Scott Oden,,,,9781932815856,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Runaway Jury,John Grisham,,,,9780385339698,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Pilgrim's Progress,John Bunyan,,,,9781781399606,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,The Hallowed Hunt,Lois McMaster Bujold,,,,9780060574741,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,Whose Body?,Dorothy L. Sayers,,,,9780563529095,,,,,,,,2009/04/01,2009/04/01,,,read,,,,1,,,0,,,,,
,King Kong,Brad Strickland,,,,9780312349158,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Curious Incident of the Dog in the Night-Time,Mark Haddon,,,,9781400032716,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Sky Captain and the World of Tomorrow,Kevin J. Anderson,,,,,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Pearl,John Steinbeck,,,,9780142000694,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Light of Day,Graham Swift,,,,,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,"Cry, the Beloved Country",Alan Paton,,,,9780743261951,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Unless,Carol Shields,,,,,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Story of Lucy Gault,William Trevor,,,,9780142003312,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Elizabeth Costello,J.M. Coetzee,,,,978014200481,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Host,Stephenie Meyer,,,,9780316068048,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Fingersmith,Sarah Waters,,,,9781101057025,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Drop City,T.C. Boyle,,,,9780142003800,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Labyrinth of Evil,James Luceno,,,,9780345475732,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Everything Is Illuminated,Jonathan Safran Foer,,,,9780060529703,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Double,José Saramago,,,,9780151010400,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,The Man in the Iron Mask,Alexandre Dumas,,,,9780140439243,,,,,,,,2009/05/01,2009/05/01,,,read,,,,1,,,0,,,,,
,Feast of Souls,C.S. Friedman,,,,9780756404321,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Kafka on the Shore,Haruki Murakami,,,,9781400079278,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Pillars of the Earth,Ken Follett,,,,,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Flight of the Nighthawks,Raymond E. Feist,,,,9780060792787,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Mystic and Rider,Sharon Shinn,,,,9780441013036,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Terror,Dan Simmons,,,,9780316017442,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Youth,J.M. Coetzee,,,,9780142002001,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,In the Forest,Edna O'Brien,,,,,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Nowhere Man,Aleksandar Hemon,,,,9780330393508,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Three Musketeers,Alexandre Dumas,,,,9780375756740,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Shroud,John Banville,,,,9780375725302,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Book of Illusions,Paul Auster,,,,9780312990961,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Star by Star,Troy Denning,,,,9780099410386,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Clouds of Witness,Dorothy L. Sayers,,,,9780061043536,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,2001: A Space Odyssey,Arthur C. Clarke,,,,9780451457998,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Schooling,Heather McGowan,,,,9780375714320,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Atonement,Ian McEwan,,,,9780385721790,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Austerlitz,W.G. Sebald,,,,9780140297997,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Dragons of a Fallen Sun,Margaret Weis,,,,9780786918072,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Shack,William Paul Young,,,,9781473654914,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Legacies,L.E. Modesitt Jr.,,,,9780765345134,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Phantom of the Opera,Gaston Leroux,,,,9780060809249,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,The Body Artist,Don DeLillo,,,,9780743203968,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Black Sun Rising,C.S. Friedman,,,,9780756403140,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Dreaming the Eagle,Manda Scott,,,,9780385336703,,,,,,,,2009/06/01,2009/06/01,,,read,,,,1,,,0,,,,,
,Swordmage,Richard Baker,,,,,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,The Corrections,Jonathan Franzen,,,,9781841156736,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,The Art of Racing in the Rain,Garth Stein,,,,9781554681723,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,The Ruins of Ambrai,Melanie Rawn,,,,9780330344197,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,Darknesses,L.E. Modesitt Jr.,,,,,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,House Atreides,Brian Herbert,,,,9780553580273,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,Scepters,L.E. Modesitt Jr.,,,,9780765349224,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,Life of Pi,Yann Martel,,,,9780770430078,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,The Feast of the Goat,Mario Vargas Llosa,,,,9780571207763,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,"At Swim, Two Boys",Jamie O'Neill,,,,9780743222952,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
,Fury,Salman Rushdie,,,,9780099421863,,,,,,,,2009/07/01,2009/07/01,,,read,,,,1,,,0,,,,,
